sheet,geography,resource,year,normalized_quantity,normalized_unit,source_title,source_url,citation_locator,note,evidence_scope,target_match_status,slot_support_status,localization_discount,validation_note
Free_State,"Nebraska
STATE_NEBRASKA
Vanilla name: STATE_NEBRASKA",Maize Farm,2024,45794168.0,t output,USDA/NASS 2024 State Agriculture Overview for Nebraska,https://www.nass.usda.gov/Quick_Stats/Ag_Overview/stateOverview.php?state=NEBRASKA&year=2024,"Commodity summary table; row CORN, GRAIN; production cell = 1,802,920,000 BU.",USDA/NASS State Agriculture Overview commodity summary row.,state_localized,direct,distinct_slot_supported,1.0,Transorangia target observations are treated as state-localized evidence.
Free_State,"Córdoba Province
STATE_SANTA_FE
Vanilla name: STATE_SANTA_FE",Livestock Ranch,2002,6436386.0,head livestock,INDEC Censo Nacional Agropecuario 2002,https://sitioanterior.indec.gob.ar/agropecuario/cuadros/c20_tot.xls,"Table c20_tot.xls (bovinos), c22_tot.xls (ovinos), and c23_tot.xls (caprinos); province Córdoba; totals summed.","Generic livestock proxy built from bovine, ovine, and caprine provincial census heads.",state_localized,direct,distinct_slot_supported,1.0,Transorangia target observations are treated as state-localized evidence.
Free_State,"Córdoba Province
STATE_SANTA_FE
Vanilla name: STATE_SANTA_FE",Maize Farm,2020,3412500.0,t output,MAGyP Estimaciones Agrícolas dataset,https://datosestimaciones.magyp.gob.ar/reportes.php?reporte=Estimaciones,Full dataset download; province Córdoba Province; crop Maíz; maximum reported production campaign ending 2020.,Official MAGyP crop production dataset by province; maximum annual tonnage used.,state_localized,direct,distinct_slot_supported,1.0,Transorangia target observations are treated as state-localized evidence.
Free_State,"La Pampa
STATE_LA_PAMPA
Vanilla name: STATE_LA_PAMPA",Livestock Ranch,2002,4037426.0,head livestock,INDEC Censo Nacional Agropecuario 2002,https://sitioanterior.indec.gob.ar/agropecuario/cuadros/c20_tot.xls,"Table c20_tot.xls (bovinos), c22_tot.xls (ovinos), and c23_tot.xls (caprinos); province La Pampa; totals summed.","Generic livestock proxy built from bovine, ovine, and caprine provincial census heads.",state_localized,direct,distinct_slot_supported,1.0,Transorangia target observations are treated as state-localized evidence.
Free_State,"La Pampa
STATE_LA_PAMPA
Vanilla name: STATE_LA_PAMPA",Maize Farm,2021,492099.0,t output,MAGyP Estimaciones Agrícolas dataset,https://datosestimaciones.magyp.gob.ar/reportes.php?reporte=Estimaciones,Full dataset download; province La Pampa; crop Maíz; maximum reported production campaign ending 2021.,Official MAGyP crop production dataset by province; maximum annual tonnage used.,state_localized,direct,distinct_slot_supported,1.0,Transorangia target observations are treated as state-localized evidence.
Free_State,"Oklahoma
STATE_OKLAHOMA
Vanilla name: STATE_OKLAHOMA",Livestock Ranch,2024,4672000.0,head livestock,USDA/NASS 2024 State Agriculture Overview for Oklahoma,https://www.nass.usda.gov/Quick_Stats/Ag_Overview/stateOverview.php?state=OKLAHOMA&year=2024,Livestock inventory table; summed cattle including calves and sheep including lambs.,"Generic livestock proxy built from USDA/NASS state inventory rows. Cattle, Incl Calves - Inventory = 4,600,000; Sheep, Incl Lambs - Inventory = 72,000",state_localized,direct,distinct_slot_supported,1.0,Transorangia target observations are treated as state-localized evidence.
Free_State,"Oklahoma
STATE_OKLAHOMA
Vanilla name: STATE_OKLAHOMA",Maize Farm,2024,1020572.0,t output,USDA/NASS 2024 State Agriculture Overview for Oklahoma,https://www.nass.usda.gov/Quick_Stats/Ag_Overview/stateOverview.php?state=OKLAHOMA&year=2024,"Commodity summary table; row CORN, GRAIN; production cell = 40,180,000 BU.",USDA/NASS State Agriculture Overview commodity summary row.,state_localized,direct,distinct_slot_supported,1.0,Transorangia target observations are treated as state-localized evidence.
Free_State,"Colorado
STATE_COLORADO
Vanilla name: STATE_COLORADO",Livestock Ranch,2024,2955000.0,head livestock,USDA/NASS 2024 State Agriculture Overview for Colorado,https://www.nass.usda.gov/Quick_Stats/Ag_Overview/stateOverview.php?state=COLORADO&year=2024,Livestock inventory table; summed cattle including calves and sheep including lambs.,"Generic livestock proxy built from USDA/NASS state inventory rows. Cattle, Incl Calves - Inventory = 2,550,000; Sheep, Incl Lambs - Inventory = 405,000",state_localized,direct,distinct_slot_supported,1.0,Transorangia target observations are treated as state-localized evidence.
Free_State,"Colorado
STATE_COLORADO
Vanilla name: STATE_COLORADO",Maize Farm,2024,3476752.0,t output,USDA/NASS 2024 State Agriculture Overview for Colorado,https://www.nass.usda.gov/Quick_Stats/Ag_Overview/stateOverview.php?state=COLORADO&year=2024,"Commodity summary table; row CORN, GRAIN; production cell = 136,880,000 BU.",USDA/NASS State Agriculture Overview commodity summary row.,state_localized,direct,distinct_slot_supported,1.0,Transorangia target observations are treated as state-localized evidence.
Free_State,"Buenos Aires Province
STATE_BUENOS_AIRES
Vanilla name: STATE_BUENOS_AIRES",Livestock Ranch,2002,18064586.0,head livestock,INDEC Censo Nacional Agropecuario 2002,https://sitioanterior.indec.gob.ar/agropecuario/cuadros/c20_tot.xls,"Table c20_tot.xls (bovinos), c22_tot.xls (ovinos), and c23_tot.xls (caprinos); province Buenos Aires; totals summed.","Generic livestock proxy built from bovine, ovine, and caprine provincial census heads.",state_localized,direct,distinct_slot_supported,1.0,Transorangia target observations are treated as state-localized evidence.
Free_State,"Buenos Aires Province
STATE_BUENOS_AIRES
Vanilla name: STATE_BUENOS_AIRES",Maize Farm,2018,1036180.0,t output,MAGyP Estimaciones Agrícolas dataset,https://datosestimaciones.magyp.gob.ar/reportes.php?reporte=Estimaciones,Full dataset download; province Buenos Aires Province; crop Maíz; maximum reported production campaign ending 2018.,Official MAGyP crop production dataset by province; maximum annual tonnage used.,state_localized,direct,distinct_slot_supported,1.0,Transorangia target observations are treated as state-localized evidence.
Free_State,"Queensland
STATE_QUEENSLAND
Vanilla name: STATE_QUEENSLAND",Livestock Ranch,2014,18881816.0,head livestock,"Australian Agriculture: Livestock, 2023-24",https://www.abs.gov.au/statistics/industry/agriculture/australian-agriculture-livestock/2023-24/AALDC_Cattle%20herd%20series_2005%20to%202024.xlsx,"Table 1 cattle herd series plus sheep flock series; Queensland; cattle max year 2014, sheep max year 2004.",Generic livestock proxy built from cattle plus sheep series because Victoria 3 ranching combines large- and small-stock systems.,state_localized,direct,distinct_slot_supported,1.0,Transorangia target observations are treated as state-localized evidence.
Free_State,"New South Wales
STATE_NEW_SOUTH_WALES
Vanilla name: STATE_NEW_SOUTH_WALES",Livestock Ranch,2006,40938572.0,head livestock,"Australian Agriculture: Livestock, 2023-24",https://www.abs.gov.au/statistics/industry/agriculture/australian-agriculture-livestock/2023-24/AALDC_Cattle%20herd%20series_2005%20to%202024.xlsx,"Table 1 cattle herd series plus sheep flock series; New South Wales; cattle max year 2006, sheep max year 2004.",Generic livestock proxy built from cattle plus sheep series because Victoria 3 ranching combines large- and small-stock systems.,state_localized,direct,distinct_slot_supported,1.0,Transorangia target observations are treated as state-localized evidence.
Gauteng,"Community of Madrid
STATE_EXTREMADURA
Vanilla name: STATE_EXTREMADURA",Livestock Ranch,2017,1830000.0,head livestock,"La Comunidad redujo el desempleo en agricultura y ganadería en 2017 un 10,3 %",https://www.comunidad.madrid/noticias/2018/01/19/comunidad-redujo-desempleo-agricultura-ganaderia-2017-103,"Body text: '1,83 millones de cabezas de ganado'.",Official Comunidad de Madrid release used as a livestock-stock anchor for the Madrid comparator.,regional_proxy,partial_overlap,distinct_slot_supported,0.95,West Transvaal target observations rely on a bounded Gauteng/interior plateau proxy rather than a perfect state-only series.
Gauteng,"Colorado
STATE_COLORADO
Vanilla name: STATE_COLORADO",Livestock Ranch,2024,2955000.0,head livestock,USDA/NASS 2024 State Agriculture Overview for Colorado,https://www.nass.usda.gov/Quick_Stats/Ag_Overview/stateOverview.php?state=COLORADO&year=2024,Livestock inventory table; summed cattle including calves and sheep including lambs.,"Generic livestock proxy built from USDA/NASS state inventory rows. Cattle, Incl Calves - Inventory = 2,550,000; Sheep, Incl Lambs - Inventory = 405,000",regional_proxy,partial_overlap,distinct_slot_supported,0.95,West Transvaal target observations rely on a bounded Gauteng/interior plateau proxy rather than a perfect state-only series.
Gauteng,"Colorado
STATE_COLORADO
Vanilla name: STATE_COLORADO",Maize Farm,2024,3476752.0,t output,USDA/NASS 2024 State Agriculture Overview for Colorado,https://www.nass.usda.gov/Quick_Stats/Ag_Overview/stateOverview.php?state=COLORADO&year=2024,"Commodity summary table; row CORN, GRAIN; production cell = 136,880,000 BU.",USDA/NASS State Agriculture Overview commodity summary row.,regional_proxy,partial_overlap,distinct_slot_supported,0.95,West Transvaal target observations rely on a bounded Gauteng/interior plateau proxy rather than a perfect state-only series.
Gauteng,"New Mexico
STATE_NEW_MEXICO
Vanilla name: STATE_NEW_MEXICO",Livestock Ranch,2024,1354000.0,head livestock,USDA/NASS 2024 State Agriculture Overview for New Mexico,https://www.nass.usda.gov/Quick_Stats/Ag_Overview/stateOverview.php?state=NEW%20MEXICO&year=2024,Livestock inventory table; summed cattle including calves and sheep including lambs.,"Generic livestock proxy built from USDA/NASS state inventory rows. Cattle, Incl Calves - Inventory = 1,280,000; Sheep, Incl Lambs - Inventory = 74,000",regional_proxy,partial_overlap,distinct_slot_supported,0.95,West Transvaal target observations rely on a bounded Gauteng/interior plateau proxy rather than a perfect state-only series.
Gauteng,"New Mexico
STATE_NEW_MEXICO
Vanilla name: STATE_NEW_MEXICO",Maize Farm,2024,195402.19999999998,t output,USDA/NASS 2024 State Agriculture Overview for New Mexico,https://www.nass.usda.gov/Quick_Stats/Ag_Overview/stateOverview.php?state=NEW%20MEXICO&year=2024,"Commodity summary table; row CORN, GRAIN; production cell = 7,693,000 BU.",USDA/NASS State Agriculture Overview commodity summary row.,regional_proxy,partial_overlap,distinct_slot_supported,0.95,West Transvaal target observations rely on a bounded Gauteng/interior plateau proxy rather than a perfect state-only series.
Gauteng,"Minas Gerais
STATE_MINAS_GERAIS
Vanilla name: STATE_MINAS_GERAIS",Livestock Ranch,2013,24522653.0,head livestock,IBGE Pesquisa da Pecuária Municipal,https://servicodados.ibge.gov.br/api/v3/agregados/3939/periodos/all/variaveis/105,"Aggregate 3939, bovino+ovino+caprino summed for state Minas Gerais, maximum available annual herd total in 2013.","Generic livestock proxy built from bovine, ovine, and caprine herd totals because the land-economy model combines ranching outputs.",regional_proxy,partial_overlap,distinct_slot_supported,0.95,West Transvaal target observations rely on a bounded Gauteng/interior plateau proxy rather than a perfect state-only series.
Gauteng,"Minas Gerais
STATE_MINAS_GERAIS
Vanilla name: STATE_MINAS_GERAIS",Maize Farm,2023,8296982.0,t output,IBGE Produção Agrícola Municipal,https://servicodados.ibge.gov.br/api/v3/agregados/5457/periodos/all/variaveis/214,"Aggregate 5457, product resource Maize Farm, state Minas Gerais, maximum available annual quantity 2023.",Official IBGE state series; maximum annual production in tons used.,regional_proxy,partial_overlap,distinct_slot_supported,0.95,West Transvaal target observations rely on a bounded Gauteng/interior plateau proxy rather than a perfect state-only series.
Lesotho,"Jujuy Province
STATE_JUJUY
Vanilla name: STATE_JUJUY",Livestock Ranch,2002,692963.0,head livestock,INDEC Censo Nacional Agropecuario 2002,https://sitioanterior.indec.gob.ar/agropecuario/cuadros/c20_tot.xls,"Table c20_tot.xls (bovinos), c22_tot.xls (ovinos), and c23_tot.xls (caprinos); province Jujuy; totals summed.","Generic livestock proxy built from bovine, ovine, and caprine provincial census heads.",state_localized,direct,distinct_slot_supported,1.0,Drakensberg target observations are treated as state-localized evidence.
Lesotho,"Jujuy Province
STATE_JUJUY
Vanilla name: STATE_JUJUY",Maize Farm,2023,20386.0,t output,MAGyP Estimaciones Agrícolas dataset,https://datosestimaciones.magyp.gob.ar/reportes.php?reporte=Estimaciones,Full dataset download; province Jujuy Province; crop Maíz; maximum reported production campaign ending 2023.,Official MAGyP crop production dataset by province; maximum annual tonnage used.,state_localized,direct,distinct_slot_supported,1.0,Drakensberg target observations are treated as state-localized evidence.
Lesotho,"Colorado
STATE_COLORADO
Vanilla name: STATE_COLORADO",Livestock Ranch,2024,2955000.0,head livestock,USDA/NASS 2024 State Agriculture Overview for Colorado,https://www.nass.usda.gov/Quick_Stats/Ag_Overview/stateOverview.php?state=COLORADO&year=2024,Livestock inventory table; summed cattle including calves and sheep including lambs.,"Generic livestock proxy built from USDA/NASS state inventory rows. Cattle, Incl Calves - Inventory = 2,550,000; Sheep, Incl Lambs - Inventory = 405,000",state_localized,direct,distinct_slot_supported,1.0,Drakensberg target observations are treated as state-localized evidence.
Lesotho,"Colorado
STATE_COLORADO
Vanilla name: STATE_COLORADO",Maize Farm,2024,3476752.0,t output,USDA/NASS 2024 State Agriculture Overview for Colorado,https://www.nass.usda.gov/Quick_Stats/Ag_Overview/stateOverview.php?state=COLORADO&year=2024,"Commodity summary table; row CORN, GRAIN; production cell = 136,880,000 BU.",USDA/NASS State Agriculture Overview commodity summary row.,state_localized,direct,distinct_slot_supported,1.0,Drakensberg target observations are treated as state-localized evidence.
Lesotho,"New Mexico
STATE_NEW_MEXICO
Vanilla name: STATE_NEW_MEXICO",Livestock Ranch,2024,1354000.0,head livestock,USDA/NASS 2024 State Agriculture Overview for New Mexico,https://www.nass.usda.gov/Quick_Stats/Ag_Overview/stateOverview.php?state=NEW%20MEXICO&year=2024,Livestock inventory table; summed cattle including calves and sheep including lambs.,"Generic livestock proxy built from USDA/NASS state inventory rows. Cattle, Incl Calves - Inventory = 1,280,000; Sheep, Incl Lambs - Inventory = 74,000",state_localized,direct,distinct_slot_supported,1.0,Drakensberg target observations are treated as state-localized evidence.
Lesotho,"New Mexico
STATE_NEW_MEXICO
Vanilla name: STATE_NEW_MEXICO",Maize Farm,2024,195402.19999999998,t output,USDA/NASS 2024 State Agriculture Overview for New Mexico,https://www.nass.usda.gov/Quick_Stats/Ag_Overview/stateOverview.php?state=NEW%20MEXICO&year=2024,"Commodity summary table; row CORN, GRAIN; production cell = 7,693,000 BU.",USDA/NASS State Agriculture Overview commodity summary row.,state_localized,direct,distinct_slot_supported,1.0,Drakensberg target observations are treated as state-localized evidence.
Lesotho,"Salta Province
STATE_JUJUY
Vanilla name: STATE_JUJUY",Livestock Ranch,2002,851933.0,head livestock,INDEC Censo Nacional Agropecuario 2002,https://sitioanterior.indec.gob.ar/agropecuario/cuadros/c20_tot.xls,"Table c20_tot.xls (bovinos), c22_tot.xls (ovinos), and c23_tot.xls (caprinos); province Salta; totals summed.","Generic livestock proxy built from bovine, ovine, and caprine provincial census heads.",state_localized,direct,distinct_slot_supported,1.0,Drakensberg target observations are treated as state-localized evidence.
Lesotho,"Salta Province
STATE_JUJUY
Vanilla name: STATE_JUJUY",Maize Farm,2022,1030651.0,t output,MAGyP Estimaciones Agrícolas dataset,https://datosestimaciones.magyp.gob.ar/reportes.php?reporte=Estimaciones,Full dataset download; province Salta Province; crop Maíz; maximum reported production campaign ending 2022.,Official MAGyP crop production dataset by province; maximum annual tonnage used.,state_localized,direct,distinct_slot_supported,1.0,Drakensberg target observations are treated as state-localized evidence.
Lesotho,"Wyoming
STATE_WYOMING
Vanilla name: STATE_WYOMING",Livestock Ranch,2024,1515000.0,head livestock,USDA/NASS 2024 State Agriculture Overview for Wyoming,https://www.nass.usda.gov/Quick_Stats/Ag_Overview/stateOverview.php?state=WYOMING&year=2024,Livestock inventory table; summed cattle including calves and sheep including lambs.,"Generic livestock proxy built from USDA/NASS state inventory rows. Cattle, Incl Calves - Inventory = 1,220,000; Sheep, Incl Lambs - Inventory = 295,000",state_localized,direct,distinct_slot_supported,1.0,Drakensberg target observations are treated as state-localized evidence.
Lesotho,"Wyoming
STATE_WYOMING
Vanilla name: STATE_WYOMING",Maize Farm,2024,255905.0,t output,USDA/NASS 2024 State Agriculture Overview for Wyoming,https://www.nass.usda.gov/Quick_Stats/Ag_Overview/stateOverview.php?state=WYOMING&year=2024,"Commodity summary table; row CORN, GRAIN; production cell = 10,075,000 BU.",USDA/NASS State Agriculture Overview commodity summary row.,state_localized,direct,distinct_slot_supported,1.0,Drakensberg target observations are treated as state-localized evidence.
S_Moz,"Queensland
STATE_QUEENSLAND
Vanilla name: STATE_QUEENSLAND",Livestock Ranch,2014,18881816.0,head livestock,"Australian Agriculture: Livestock, 2023-24",https://www.abs.gov.au/statistics/industry/agriculture/australian-agriculture-livestock/2023-24/AALDC_Cattle%20herd%20series_2005%20to%202024.xlsx,"Table 1 cattle herd series plus sheep flock series; Queensland; cattle max year 2014, sheep max year 2004.",Generic livestock proxy built from cattle plus sheep series because Victoria 3 ranching combines large- and small-stock systems.,regional_proxy,partial_overlap,distinct_slot_supported,0.9,Lourenço Marques target observations use a bounded southern Mozambique proxy rather than a perfect state-only series.
S_Moz,"Queensland
STATE_QUEENSLAND
Vanilla name: STATE_QUEENSLAND",Sugar Plantation,2022,31260167.0,t output,"Australian Agriculture: Broadacre Crops, 2023-24",https://www.abs.gov.au/statistics/industry/agriculture/australian-agriculture-broadacre-crops/2023-24/AABDC_Sugarcane_202324.xlsx,"Table 1, Sugarcane for processing - Levied production (t); row Queensland; max available year 2022.",ABS official state and territory series; maximum available series value used.,regional_proxy,partial_overlap,distinct_slot_supported,0.9,Lourenço Marques target observations use a bounded southern Mozambique proxy rather than a perfect state-only series.
S_Moz,"Bahia
STATE_BAHIA
Vanilla name: STATE_BAHIA",Livestock Ranch,2024,23004599.0,head livestock,IBGE Pesquisa da Pecuária Municipal,https://servicodados.ibge.gov.br/api/v3/agregados/3939/periodos/all/variaveis/105,"Aggregate 3939, bovino+ovino+caprino summed for state Bahia, maximum available annual herd total in 2024.","Generic livestock proxy built from bovine, ovine, and caprine herd totals because the land-economy model combines ranching outputs.",regional_proxy,partial_overlap,distinct_slot_supported,0.9,Lourenço Marques target observations use a bounded southern Mozambique proxy rather than a perfect state-only series.
S_Moz,"Bahia
STATE_BAHIA
Vanilla name: STATE_BAHIA",Maize Farm,2023,3097053.0,t output,IBGE Produção Agrícola Municipal,https://servicodados.ibge.gov.br/api/v3/agregados/5457/periodos/all/variaveis/214,"Aggregate 5457, product resource Maize Farm, state Bahia, maximum available annual quantity 2023.",Official IBGE state series; maximum annual production in tons used.,regional_proxy,partial_overlap,distinct_slot_supported,0.9,Lourenço Marques target observations use a bounded southern Mozambique proxy rather than a perfect state-only series.
S_Moz,"Bahia
STATE_BAHIA
Vanilla name: STATE_BAHIA",Sugar Plantation,2011,6992412.0,t output,IBGE Produção Agrícola Municipal,https://servicodados.ibge.gov.br/api/v3/agregados/5457/periodos/all/variaveis/214,"Aggregate 5457, product resource Sugar Plantation, state Bahia, maximum available annual quantity 2011.",Official IBGE state series; maximum annual production in tons used.,regional_proxy,partial_overlap,distinct_slot_supported,0.9,Lourenço Marques target observations use a bounded southern Mozambique proxy rather than a perfect state-only series.
S_Moz,"Bahia
STATE_BAHIA
Vanilla name: STATE_BAHIA",Banana Plantation,2008,1417537.0,t output,IBGE Produção Agrícola Municipal,https://servicodados.ibge.gov.br/api/v3/agregados/5457/periodos/all/variaveis/214,"Aggregate 5457, product resource Banana Plantation, state Bahia, maximum available annual quantity 2008.",Official IBGE state series; maximum annual production in tons used.,regional_proxy,partial_overlap,distinct_slot_supported,0.9,Lourenço Marques target observations use a bounded southern Mozambique proxy rather than a perfect state-only series.
S_Moz,"Bahia
STATE_BAHIA
Vanilla name: STATE_BAHIA",Cotton Plantation,2011,1579841.0,t output,IBGE Produção Agrícola Municipal,https://servicodados.ibge.gov.br/api/v3/agregados/5457/periodos/all/variaveis/214,"Aggregate 5457, product resource Cotton Plantation, state Bahia, maximum available annual quantity 2011.",Official IBGE state series; maximum annual production in tons used.,regional_proxy,partial_overlap,distinct_slot_supported,0.9,Lourenço Marques target observations use a bounded southern Mozambique proxy rather than a perfect state-only series.
S_Moz,"Alagoas
STATE_PERNAMBUCO
Vanilla name: STATE_PERNAMBUCO",Livestock Ranch,2023,1851787.0,head livestock,IBGE Pesquisa da Pecuária Municipal,https://servicodados.ibge.gov.br/api/v3/agregados/3939/periodos/all/variaveis/105,"Aggregate 3939, bovino+ovino+caprino summed for state Alagoas, maximum available annual herd total in 2023.","Generic livestock proxy built from bovine, ovine, and caprine herd totals because the land-economy model combines ranching outputs.",regional_proxy,partial_overlap,distinct_slot_supported,0.9,Lourenço Marques target observations use a bounded southern Mozambique proxy rather than a perfect state-only series.
S_Moz,"Alagoas
STATE_PERNAMBUCO
Vanilla name: STATE_PERNAMBUCO",Maize Farm,2021,82272.0,t output,IBGE Produção Agrícola Municipal,https://servicodados.ibge.gov.br/api/v3/agregados/5457/periodos/all/variaveis/214,"Aggregate 5457, product resource Maize Farm, state Alagoas, maximum available annual quantity 2021.",Official IBGE state series; maximum annual production in tons used.,regional_proxy,partial_overlap,distinct_slot_supported,0.9,Lourenço Marques target observations use a bounded southern Mozambique proxy rather than a perfect state-only series.
S_Moz,"Alagoas
STATE_PERNAMBUCO
Vanilla name: STATE_PERNAMBUCO",Sugar Plantation,1987,34522019.0,t output,IBGE Produção Agrícola Municipal,https://servicodados.ibge.gov.br/api/v3/agregados/5457/periodos/all/variaveis/214,"Aggregate 5457, product resource Sugar Plantation, state Alagoas, maximum available annual quantity 1987.",Official IBGE state series; maximum annual production in tons used.,regional_proxy,partial_overlap,distinct_slot_supported,0.9,Lourenço Marques target observations use a bounded southern Mozambique proxy rather than a perfect state-only series.
S_Moz,"Alagoas
STATE_PERNAMBUCO
Vanilla name: STATE_PERNAMBUCO",Banana Plantation,2021,112404.0,t output,IBGE Produção Agrícola Municipal,https://servicodados.ibge.gov.br/api/v3/agregados/5457/periodos/all/variaveis/214,"Aggregate 5457, product resource Banana Plantation, state Alagoas, maximum available annual quantity 2021.",Official IBGE state series; maximum annual production in tons used.,regional_proxy,partial_overlap,distinct_slot_supported,0.9,Lourenço Marques target observations use a bounded southern Mozambique proxy rather than a perfect state-only series.
S_Moz,"Alagoas
STATE_PERNAMBUCO
Vanilla name: STATE_PERNAMBUCO",Cotton Plantation,1977,42566.0,t output,IBGE Produção Agrícola Municipal,https://servicodados.ibge.gov.br/api/v3/agregados/5457/periodos/all/variaveis/214,"Aggregate 5457, product resource Cotton Plantation, state Alagoas, maximum available annual quantity 1977.",Official IBGE state series; maximum annual production in tons used.,regional_proxy,partial_overlap,distinct_slot_supported,0.9,Lourenço Marques target observations use a bounded southern Mozambique proxy rather than a perfect state-only series.
S_Moz,"Pernambuco
STATE_PERNAMBUCO
Vanilla name: STATE_PERNAMBUCO",Livestock Ranch,2024,10011346.0,head livestock,IBGE Pesquisa da Pecuária Municipal,https://servicodados.ibge.gov.br/api/v3/agregados/3939/periodos/all/variaveis/105,"Aggregate 3939, bovino+ovino+caprino summed for state Pernambuco, maximum available annual herd total in 2024.","Generic livestock proxy built from bovine, ovine, and caprine herd totals because the land-economy model combines ranching outputs.",regional_proxy,partial_overlap,distinct_slot_supported,0.9,Lourenço Marques target observations use a bounded southern Mozambique proxy rather than a perfect state-only series.
S_Moz,"Pernambuco
STATE_PERNAMBUCO
Vanilla name: STATE_PERNAMBUCO",Maize Farm,1974,405600.0,t output,IBGE Produção Agrícola Municipal,https://servicodados.ibge.gov.br/api/v3/agregados/5457/periodos/all/variaveis/214,"Aggregate 5457, product resource Maize Farm, state Pernambuco, maximum available annual quantity 1974.",Official IBGE state series; maximum annual production in tons used.,regional_proxy,partial_overlap,distinct_slot_supported,0.9,Lourenço Marques target observations use a bounded southern Mozambique proxy rather than a perfect state-only series.
S_Moz,"Pernambuco
STATE_PERNAMBUCO
Vanilla name: STATE_PERNAMBUCO",Sugar Plantation,1992,25199361.0,t output,IBGE Produção Agrícola Municipal,https://servicodados.ibge.gov.br/api/v3/agregados/5457/periodos/all/variaveis/214,"Aggregate 5457, product resource Sugar Plantation, state Pernambuco, maximum available annual quantity 1992.",Official IBGE state series; maximum annual production in tons used.,regional_proxy,partial_overlap,distinct_slot_supported,0.9,Lourenço Marques target observations use a bounded southern Mozambique proxy rather than a perfect state-only series.
S_Moz,"Pernambuco
STATE_PERNAMBUCO
Vanilla name: STATE_PERNAMBUCO",Banana Plantation,2024,646274.0,t output,IBGE Produção Agrícola Municipal,https://servicodados.ibge.gov.br/api/v3/agregados/5457/periodos/all/variaveis/214,"Aggregate 5457, product resource Banana Plantation, state Pernambuco, maximum available annual quantity 2024.",Official IBGE state series; maximum annual production in tons used.,regional_proxy,partial_overlap,distinct_slot_supported,0.9,Lourenço Marques target observations use a bounded southern Mozambique proxy rather than a perfect state-only series.
S_Moz,"Pernambuco
STATE_PERNAMBUCO
Vanilla name: STATE_PERNAMBUCO",Cotton Plantation,1985,34030.0,t output,IBGE Produção Agrícola Municipal,https://servicodados.ibge.gov.br/api/v3/agregados/5457/periodos/all/variaveis/214,"Aggregate 5457, product resource Cotton Plantation, state Pernambuco, maximum available annual quantity 1985.",Official IBGE state series; maximum annual production in tons used.,regional_proxy,partial_overlap,distinct_slot_supported,0.9,Lourenço Marques target observations use a bounded southern Mozambique proxy rather than a perfect state-only series.
S_Moz,"Espírito Santo
STATE_BAHIA
Vanilla name: STATE_BAHIA",Livestock Ranch,2013,2372933.0,head livestock,IBGE Pesquisa da Pecuária Municipal,https://servicodados.ibge.gov.br/api/v3/agregados/3939/periodos/all/variaveis/105,"Aggregate 3939, bovino+ovino+caprino summed for state Espírito Santo, maximum available annual herd total in 2013.","Generic livestock proxy built from bovine, ovine, and caprine herd totals because the land-economy model combines ranching outputs.",regional_proxy,partial_overlap,distinct_slot_supported,0.9,Lourenço Marques target observations use a bounded southern Mozambique proxy rather than a perfect state-only series.
S_Moz,"Espírito Santo
STATE_BAHIA
Vanilla name: STATE_BAHIA",Maize Farm,1991,319404.0,t output,IBGE Produção Agrícola Municipal,https://servicodados.ibge.gov.br/api/v3/agregados/5457/periodos/all/variaveis/214,"Aggregate 5457, product resource Maize Farm, state Espírito Santo, maximum available annual quantity 1991.",Official IBGE state series; maximum annual production in tons used.,regional_proxy,partial_overlap,distinct_slot_supported,0.9,Lourenço Marques target observations use a bounded southern Mozambique proxy rather than a perfect state-only series.
S_Moz,"Espírito Santo
STATE_BAHIA
Vanilla name: STATE_BAHIA",Sugar Plantation,2010,5314685.0,t output,IBGE Produção Agrícola Municipal,https://servicodados.ibge.gov.br/api/v3/agregados/5457/periodos/all/variaveis/214,"Aggregate 5457, product resource Sugar Plantation, state Espírito Santo, maximum available annual quantity 2010.",Official IBGE state series; maximum annual production in tons used.,regional_proxy,partial_overlap,distinct_slot_supported,0.9,Lourenço Marques target observations use a bounded southern Mozambique proxy rather than a perfect state-only series.
S_Moz,"Espírito Santo
STATE_BAHIA
Vanilla name: STATE_BAHIA",Banana Plantation,2024,426363.0,t output,IBGE Produção Agrícola Municipal,https://servicodados.ibge.gov.br/api/v3/agregados/5457/periodos/all/variaveis/214,"Aggregate 5457, product resource Banana Plantation, state Espírito Santo, maximum available annual quantity 2024.",Official IBGE state series; maximum annual production in tons used.,regional_proxy,partial_overlap,distinct_slot_supported,0.9,Lourenço Marques target observations use a bounded southern Mozambique proxy rather than a perfect state-only series.
S_Moz,"Espírito Santo
STATE_BAHIA
Vanilla name: STATE_BAHIA",Cotton Plantation,1975,1051.0,t output,IBGE Produção Agrícola Municipal,https://servicodados.ibge.gov.br/api/v3/agregados/5457/periodos/all/variaveis/214,"Aggregate 5457, product resource Cotton Plantation, state Espírito Santo, maximum available annual quantity 1975.",Official IBGE state series; maximum annual production in tons used.,regional_proxy,partial_overlap,distinct_slot_supported,0.9,Lourenço Marques target observations use a bounded southern Mozambique proxy rather than a perfect state-only series.
